,CE,YC,YX
189,0,1,0
190,0,0,0
191,0,0,0
192,0,0,0
193,0,0,0
194,0,0,0
195,0,0,0
196,0,0,0
197,0,0,0
198,0,0,0
199,0,0,0
200,0,0,0
201,0,0,0
202,0,0,0
203,0,0,0
204,0,0,0
205,0,0,0
206,1,0,1
207,0,0,0
208,0,0,0
209,0,0,0
210,0,0,0
211,0,0,0
212,0,0,0
213,0,0,0
214,0,0,0
215,0,0,0
216,0,1,0
217,0,1,0
218,0,1,0
219,0,1,0
220,0,1,0
221,0,1,0
222,0,1,0
223,0,1,0
224,0,1,1
225,0,1,0
226,0,1,0
227,0,1,0
228,0,1,0
229,0,1,0
230,0,1,0
231,0,1,0
232,0,1,0
233,0,1,0
234,0,1,0
235,0,1,0
236,0,1,0
237,0,1,0
238,0,1,0
239,0,1,0
240,0,1,0
241,0,1,0
242,0,0,0
243,0,0,0
244,0,0,0
245,0,0,0
246,0,0,0
247,0,0,0
248,0,0,0
249,0,0,0
250,0,0,0
251,0,0,0
252,0,0,0
253,0,0,0
254,0,0,0
255,0,0,0
256,0,0,0
257,0,0,0
258,0,0,0
259,0,0,0
260,0,0,0
261,0,0,0
262,0,0,0
263,0,0,0
264,0,1,1
265,0,1,1
266,0,1,1
267,0,1,1
268,0,1,1
269,0,1,1
270,0,1,1
271,0,1,1
272,0,1,1
273,0,1,1
274,0,1,1
275,0,1,1
276,0,1,1
277,0,1,1
278,0,1,1
279,0,1,1
280,0,1,1
281,0,1,1
282,0,1,0
283,0,0,0
284,0,0,0
285,0,0,0
286,0,0,0
287,0,0,0
288,0,0,0
289,0,0,0
290,0,0,0
291,0,0,0
292,0,0,0
293,0,0,0
294,0,0,0
295,0,0,0
296,0,0,0
297,0,0,0
298,0,0,1
299,0,0,1
300,0,0,1
301,0,0,1
302,0,0,1
303,0,0,1
304,0,0,1
305,0,0,1
306,0,0,1
307,0,0,1
308,0,0,1
309,0,0,1
310,0,0,1
311,1,0,0
312,1,0,0
313,1,1,1
314,1,1,1
315,1,1,1
316,1,1,1
317,1,1,1
318,1,1,1
319,1,1,1
320,1,1,1
321,1,1,1
322,1,1,1
323,1,1,1
324,1,1,1
325,1,1,1
326,1,1,1
327,1,1,1
328,1,1,1
329,1,1,1
330,1,1,1
331,1,1,1
332,1,1,1
333,1,1,1
334,1,1,1
335,1,1,1
336,1,1,1
337,1,1,1
338,1,1,1
339,1,0,1
340,1,0,1
341,1,0,1
342,1,0,1
343,1,0,1
344,1,0,1
345,1,0,1
346,1,0,1
347,1,0,1
348,1,0,1
349,1,0,1
350,1,0,1
351,1,0,1
352,1,0,1
353,1,0,1
354,1,0,1
355,1,0,1
356,1,1,0
357,1,1,0
358,1,1,0
359,1,1,0
360,1,1,0
361,1,1,0
362,1,1,0
363,1,1,0
364,1,1,0
365,1,1,0
366,1,0,0
367,1,0,0
368,1,0,0
369,1,0,0
370,1,1,0
371,1,1,0
372,1,1,0
373,1,1,0
374,1,1,0
375,1,1,0
376,1,1,0
377,1,1,0
378,1,1,0
379,1,1,0
380,1,1,0
381,1,1,0
382,1,1,0
383,1,0,0
384,1,0,0
385,1,0,0
386,1,1,0
387,1,1,0
388,1,0,0
389,1,0,0
390,1,0,0
391,1,0,0
392,1,0,0
393,1,0,0
394,1,0,0
395,1,0,0
396,1,0,0
397,1,0,0
398,1,0,0
399,1,0,0
400,1,0,0
401,1,0,0
402,1,0,0
403,1,0,0
404,1,0,0
405,1,0,0
406,1,0,0
407,1,0,0
408,1,0,0
409,1,0,0
410,1,0,0
411,1,0,0
412,1,0,0
413,1,0,0
414,1,0,0
415,1,0,0
416,1,0,0
417,1,0,0
418,1,0,0
419,1,0,0
420,1,0,0
421,1,0,0
422,1,0,0
423,1,0,0
424,1,0,0
425,1,0,0
426,1,0,0
427,1,0,0
428,1,0,0
429,1,0,0
430,1,0,0
431,1,0,0
432,1,0,0
433,1,0,0
434,1,0,0
435,1,0,0
436,1,0,0
437,1,0,0
438,1,0,0
439,1,0,0
440,1,0,0
441,1,0,0
442,1,0,0
443,1,0,0
444,1,0,0
445,1,0,0
446,1,0,0
447,1,0,0
448,1,0,0
449,1,0,0
450,1,0,0
451,1,0,0
452,1,0,0
453,1,0,0
454,1,0,0
455,1,0,0
456,1,0,0
457,1,0,0
458,1,0,0
459,1,0,0
460,1,0,0
461,1,0,0
462,0,0,1
463,0,0,1
464,0,0,1
465,1,1,1
466,0,0,1
467,0,0,1
468,0,0,1
469,0,0,1
470,0,0,1
471,0,0,1
472,0,0,1
473,0,0,1
474,0,0,1
475,0,0,1
476,0,0,1
477,0,0,1
478,0,0,1
479,0,0,1
480,0,0,1
481,0,0,1
482,0,0,1
483,0,0,1
484,0,0,1
485,0,0,1
486,0,0,1
487,0,0,1
488,0,0,1
489,0,0,1
490,0,0,1
491,0,0,1
492,0,0,1
493,0,0,1
494,0,0,1
495,0,0,1
496,0,0,1
497,0,0,1
498,0,0,1
499,0,0,1
500,0,0,1
501,0,0,1
502,0,0,1
503,0,0,1
504,0,0,1
505,0,0,1
506,0,0,1
507,0,0,1
508,0,0,1
509,0,0,1
510,0,0,1
511,0,0,1
512,0,0,1
513,0,0,1
514,0,0,1
515,0,0,1
516,0,0,1
517,0,0,0
518,0,0,0
519,0,0,1
520,0,1,0
521,0,1,0
522,0,1,0
523,0,1,0
524,0,1,0
525,0,1,0
526,0,1,0
527,0,1,0
528,0,1,0
529,0,1,0
530,0,1,0
531,0,1,0
532,0,1,0
533,0,1,0
534,0,1,0
535,0,1,0
536,0,1,0
537,0,0,0
538,0,1,0
539,0,1,0
540,0,1,0
541,0,1,0
542,0,1,0
543,0,1,0
544,0,1,0
545,0,1,0
546,0,1,0
547,0,1,0
548,0,1,0
549,0,1,1
550,0,1,1
551,0,1,1
552,0,1,1
553,0,1,1
554,0,1,1
555,0,1,0
556,0,1,0
557,0,1,0
558,0,1,0
559,0,1,0
560,0,1,0
561,0,1,0
562,0,1,0
563,0,1,0
564,0,1,0
565,0,0,0
566,0,0,0
567,0,0,0
568,0,0,1
569,0,0,1
570,0,0,1
571,0,0,1
572,0,0,1
573,0,0,1
574,0,0,1
575,0,0,1
576,0,0,1
577,0,0,1
578,0,0,1
579,0,0,1
580,0,0,0
581,0,0,0
582,0,0,0
583,0,0,0
584,0,0,1
585,0,0,1
586,0,0,1
587,0,0,1
588,0,0,1
589,0,0,1
590,0,0,1
591,0,0,1
592,0,0,1
593,0,0,0
594,0,0,1
595,0,0,1
596,0,0,1
597,0,0,1
598,0,0,1
599,0,0,1
600,0,0,1
601,0,0,1
602,0,0,0
603,0,0,0
604,0,0,0
605,0,0,0
606,0,0,0
607,0,0,0
608,0,0,0
609,0,0,0
610,0,0,0
611,0,0,0
612,0,0,0
613,0,0,0
614,0,0,0
615,0,0,0
616,0,0,0
617,0,0,0
618,0,0,0
619,0,0,0
620,0,0,0
621,0,0,0
622,0,0,0
623,0,0,0
624,0,0,0
625,0,0,0
626,0,0,0
627,0,0,0
628,0,0,0
629,0,0,0
630,0,0,0
631,0,0,0
632,0,0,0
633,0,0,0
634,0,0,0
635,0,0,0
636,0,0,0
637,0,0,0
638,0,0,0
639,0,0,0
640,0,0,0
641,0,0,0
642,0,0,0
643,0,0,0
644,0,0,0
645,0,0,0
646,0,0,0
647,0,0,0
648,1,1,1
649,1,1,1
650,1,1,1
651,1,1,1
652,1,1,1
653,1,1,1
654,1,1,1
655,1,1,1
656,1,1,1
657,1,1,1
658,1,1,1
659,1,1,1
660,1,1,1
661,1,1,1
662,1,1,1
663,1,1,1
664,1,1,1
665,1,1,1
666,1,1,1
667,1,1,1
668,1,1,1
669,1,1,1
670,1,1,1
671,1,1,1
672,1,1,1
673,1,1,1
674,1,1,1
675,1,1,1
676,1,1,1
677,1,1,0
678,1,1,0
679,1,1,0
680,1,1,0
681,1,1,0
682,1,0,0
683,1,0,0
684,1,0,0
685,1,0,0
686,1,0,0
687,1,0,0
688,1,0,0
689,1,0,0
690,1,0,0
691,1,0,0
692,1,0,0
693,1,0,0
694,1,0,0
695,1,0,0
696,1,0,0
697,1,0,0
698,1,0,0
699,1,0,0
700,1,0,0
701,1,0,0
702,1,0,0
703,1,0,0
704,1,0,0
705,1,0,0
706,1,0,0
707,1,0,0
708,1,0,0
709,1,0,0
710,1,0,0
711,1,0,0
712,1,0,0
713,1,0,0
714,1,0,0
715,1,0,0
716,1,0,0
717,1,0,0
718,1,0,0
719,1,0,0
720,1,0,0
721,1,0,0
722,1,0,0
723,1,0,0
724,1,0,0
725,1,0,0
726,1,0,0
727,1,0,0
728,1,0,0
729,1,0,0
730,1,0,0
731,1,0,0
732,1,0,0
733,1,0,0
734,1,0,0
735,0,0,1
736,0,0,1
737,0,0,1
738,0,0,1
739,0,0,1
740,0,0,1
741,0,0,1
742,0,0,1
743,1,0,0
744,1,0,0
745,1,0,0
746,1,0,0
747,1,0,0
748,1,0,0
749,1,0,0
750,1,0,1
751,1,0,1
752,1,0,1
753,1,0,1
754,1,0,1
755,1,0,1
756,1,0,1
757,1,0,1
758,1,0,0
759,1,0,0
760,1,0,0
761,1,0,0
762,1,0,0
763,1,0,0
764,1,0,0
765,1,1,1
766,1,1,1
767,1,1,1
768,1,1,1
769,1,1,0
770,1,1,0
771,1,1,0
772,1,1,0
773,1,1,0
774,1,1,0
775,1,1,0
776,1,1,0
777,1,1,0
778,1,1,1
779,1,1,1
780,1,1,1
781,1,1,1
782,1,1,1
783,1,1,1
784,1,1,1
785,1,1,1
786,1,1,1
787,1,1,1
788,1,1,1
789,1,1,1
790,1,1,1
791,1,1,1
792,1,1,1
793,1,1,1
794,1,1,1
795,1,1,1
796,1,1,1
797,1,1,1
798,1,1,1
799,1,1,1
800,1,0,0
801,1,0,0
802,1,0,0
803,1,0,0
804,1,0,0
805,1,0,0
806,1,0,0
807,1,1,0
808,1,0,0
809,1,0,0
810,1,0,0
811,1,0,0
812,1,0,0
813,1,0,0
814,1,0,0
815,1,0,0
816,1,0,0
817,1,0,0
818,1,0,0
819,1,0,0
820,1,0,0
821,1,0,0
822,1,0,0
823,1,0,0
824,1,0,0
825,1,0,0
826,1,0,1
827,1,0,1
828,1,0,0
829,1,0,0
830,1,0,0
831,1,0,0
832,1,0,0
833,1,0,0
834,1,0,0
835,1,0,0
836,1,0,0
837,1,0,0
838,1,0,0
839,1,0,0
840,1,0,0
841,1,0,0
842,1,0,0
843,1,0,0
844,1,0,0
845,1,0,0
846,1,0,0
847,1,0,0
848,1,0,0
849,1,0,0
850,1,0,0
851,1,0,0
852,1,0,0
853,1,0,0
854,1,0,0
855,1,0,0
856,1,0,0
857,1,0,0
858,1,0,0
859,1,0,0
860,1,0,0
861,1,0,0
862,1,0,0
863,1,0,0
864,1,0,0
865,1,0,0
866,1,0,0
867,1,0,0
868,1,0,0
869,1,0,0
870,1,0,0
871,1,0,0
872,1,0,0
873,1,0,0
874,1,0,0
875,1,0,0
876,1,0,0
877,1,0,0
878,1,0,0
879,1,0,0
880,1,0,1
881,1,0,1
882,1,0,1
883,1,0,1
884,1,0,1
885,1,0,1
886,1,0,1
887,1,0,1
888,1,0,1
889,1,0,1
890,1,0,1
891,1,0,1
892,1,0,1
893,1,0,1
894,1,0,0
895,1,0,0
896,1,0,0
897,1,0,0
898,1,0,0
899,1,0,0
900,1,0,0
901,1,0,0
902,1,0,0
903,1,0,0
904,1,0,0
905,1,0,0
906,1,0,0
907,1,0,0
908,1,0,0
909,1,0,0
910,1,0,0
911,1,0,0
912,1,0,0
913,1,0,0
914,1,0,0
915,1,0,0
916,1,0,0
917,1,0,0
918,1,0,0
919,1,0,0
920,1,0,0
921,1,0,0
922,1,0,0
923,1,0,0
924,1,0,0
925,1,0,0
926,1,0,0
927,1,0,0
928,1,0,0
929,1,0,0
930,1,0,0
931,1,0,0
932,1,0,0
933,1,0,0
934,1,0,0
935,1,0,0
936,1,0,0
937,1,0,0
938,1,0,0
939,1,0,0
940,1,0,0
941,1,0,0
942,1,0,0
943,1,0,0
944,1,0,0
945,1,0,0
946,1,0,0
947,1,0,0
948,1,0,0
949,1,0,0
950,1,0,0
951,1,0,0
952,1,0,0
953,1,0,0
954,1,0,0
955,1,0,0
956,1,0,0
957,1,0,0
958,1,0,0
959,1,0,0
960,1,0,0
961,1,0,0
962,1,0,0
963,1,0,0
964,1,0,0
965,1,0,0
966,1,0,0
967,1,0,0
968,1,0,0
969,1,0,0
970,1,0,0
971,1,0,0
972,1,0,0
973,1,0,0
974,1,0,0
975,1,0,0
976,1,0,0
977,1,0,0
978,1,0,0
979,1,0,0
980,1,0,0
981,1,0,0
982,1,0,0
983,1,0,0
984,1,0,0
985,1,0,1
986,1,0,1
987,1,0,1
988,1,0,1
989,1,0,1
990,1,0,1
991,1,0,1
992,1,0,1
993,1,0,0
994,1,0,0
995,1,0,0
996,1,1,0
997,1,1,1
998,1,1,1
999,1,1,1
1000,1,1,1
1001,1,1,0
1002,1,1,0
1003,1,1,0
1004,1,1,0
1005,1,1,0
1006,1,1,0
1007,1,1,0
1008,1,1,0
1009,1,1,0
1010,1,1,0
1011,1,1,0
1012,1,1,0
1013,1,1,0
1014,1,1,0
1015,1,1,0
1016,1,1,0
1017,1,1,0
1018,1,1,0
1019,1,1,0
1020,1,1,0
1021,1,1,0
1022,1,1,0
1023,1,1,0
1024,1,1,0
1025,1,0,0
1026,1,0,0
1027,1,0,0
1028,1,0,0
1029,1,0,0
1030,1,0,0
1031,1,0,0
1032,1,0,0
1033,1,0,0
1034,1,0,0
1035,1,0,0
1036,1,0,0
1037,1,0,1
1038,1,0,1
1039,1,0,1
1040,1,0,1
1041,1,0,1
1042,1,0,1
1043,1,0,1
1044,1,0,1
1045,1,0,1
1046,1,0,1
1047,1,0,0
1048,1,0,0
1049,1,0,0
1050,1,0,0
1051,1,0,0
1052,1,0,0
1053,1,0,0
1054,1,0,0
1055,1,0,1
1056,1,1,1
1057,1,1,1
1058,1,1,1
1059,1,1,1
1060,1,1,1
1061,1,1,1
1062,1,1,1
1063,1,1,1
1064,1,1,1
1065,1,1,1
1066,1,1,1
1067,1,1,1
1068,1,1,1
1069,1,1,1
1070,1,1,1
1071,1,1,1
1072,1,1,1
1073,1,1,1
1074,1,0,0
1075,1,0,0
1076,1,0,0
1077,1,0,0
1078,1,0,1
1079,1,0,1
1080,1,0,0
1081,1,0,0
1082,1,0,0
1083,1,0,0
1084,1,0,0
1085,1,0,0
1086,1,0,0
1087,1,0,0
1088,1,0,0
1089,1,0,0
1090,1,0,0
1091,1,0,0
1092,1,0,0
1093,1,0,0
1094,1,0,0
1095,1,0,0
1096,1,0,0
1097,1,0,0
1098,1,1,0
1099,1,0,0
1100,1,0,0
1101,1,0,0
1102,1,0,0
1103,1,0,0
1104,1,0,0
1105,1,0,0
1106,1,0,0
1107,1,0,0
1108,1,0,0
1109,1,0,0
1110,1,0,0
1111,1,0,0
1112,1,0,0
1113,1,0,1
1114,1,0,1
1115,1,0,1
1116,1,0,1
1117,1,0,1
1118,1,0,1
1119,1,0,1
1120,1,0,1
1121,1,0,1
1122,1,0,1
1123,1,0,1
1124,1,0,1
1125,1,0,1
1126,0,0,0
1127,0,0,0
1128,0,1,0
1129,0,1,0
1130,0,0,0
1131,0,0,0
1132,0,0,0
1133,0,0,0
1134,0,0,0
1135,0,0,0
1136,0,0,0
1137,0,0,0
1138,0,0,0
1139,0,0,0
1140,0,0,0
1141,0,0,0
1142,0,0,0
1143,0,0,0
1144,0,0,0
1145,0,0,0
1146,0,0,0
1147,0,0,0
1148,0,0,0
1149,0,0,0
1150,0,0,0
1151,0,0,0
1152,0,0,0
1153,0,0,0
1154,0,0,0
1155,0,0,0
1156,0,0,0
1157,0,0,0
1158,0,0,0
1159,0,0,0
1160,0,0,0
1161,0,0,0
1162,0,0,0
1163,0,0,0
1164,0,0,0
1165,0,0,0
1166,0,0,0
1167,0,0,0
1168,0,0,0
1169,0,0,0
1170,0,0,0
1171,0,0,0
1172,0,0,0
1173,0,0,0
1174,0,0,0
1175,0,0,0
1176,0,0,0
1177,0,0,0
1178,0,0,0
1179,0,0,0
1180,0,0,0
1181,0,0,0
1182,0,0,0
1183,0,0,0
1184,0,0,0
1185,0,0,0
1186,0,0,0
1187,0,0,0
1188,0,0,0
1189,0,0,0
1190,0,0,0
1191,0,0,0
1192,0,0,0
1193,0,0,0
1194,0,0,0
1195,0,0,0
1196,0,0,0
1197,0,0,0
1198,0,0,0
1199,0,0,0
1200,0,0,0
1201,0,0,0
1202,0,0,0
1203,0,0,0
1204,0,0,0
1205,0,0,0
1206,0,0,0
1207,0,1,1
1208,0,1,1
1209,0,1,1
1210,0,1,1
1211,0,1,1
1212,0,1,1
1213,0,1,1
1214,0,1,1
1215,0,1,1
1216,0,1,1
1217,0,1,1
1218,0,1,1
1219,0,1,1
1220,0,1,1
1221,0,1,1
1222,0,1,1
1223,0,1,1
1224,0,1,1
1225,0,1,1
1226,0,1,1
1227,0,0,0
1228,1,1,0
1229,1,1,0
1230,0,0,0
1231,0,0,0
1232,0,0,0
1233,0,0,0
1234,0,0,0
1235,0,0,0
1236,0,0,0
1237,0,0,0
1238,0,0,0
1239,0,0,0
1240,0,0,0
1241,0,0,0
1242,0,0,0
1243,0,0,0
1244,0,0,0
1245,0,0,0
1246,0,0,1
1247,0,0,1
1248,0,0,1
1249,0,0,1
1250,0,0,1
1251,0,0,1
1252,0,0,1
1253,0,0,1
1254,0,0,1
1255,0,0,1
1256,0,0,1
1257,0,0,1
1258,0,0,1
1259,0,0,1
1260,0,0,1
1261,0,0,0
1262,0,0,0
1263,0,0,0
1264,0,0,0
1265,0,0,0
1266,0,0,0
1267,0,0,0
1268,0,0,1
1269,0,0,1
1270,0,1,1
1271,0,1,1
1272,0,1,1
1273,0,1,1
1274,0,1,1
1275,0,1,1
1276,0,1,1
1277,0,1,1
1278,0,1,1
1279,0,1,1
1280,0,1,1
1281,0,1,1
1282,0,1,1
1283,0,1,1
1284,0,1,1
1285,0,1,1
1286,0,1,1
1287,0,1,1
1288,0,1,1
1289,0,1,1
1290,0,1,1
1291,0,1,1
1292,0,1,1
1293,0,1,1
1294,0,1,1
1295,0,1,1
1296,0,1,1
1297,0,1,1
1298,0,1,1
1299,0,0,1
1300,0,0,1
1301,0,0,1
1302,0,0,1
1303,0,0,1
1304,0,0,1
1305,0,0,1
1306,0,0,1
1307,0,0,1
1308,0,0,1
1309,0,0,1
1310,0,0,1
1311,0,0,1
1312,0,0,1
1313,0,0,1
1314,0,0,1
1315,0,0,1
1316,0,0,1
1317,0,0,1
1318,0,0,1
1319,0,0,1
1320,0,0,1
1321,0,1,1
1322,0,1,1
1323,0,1,1
1324,0,1,1
1325,0,1,1
1326,0,1,1
1327,0,1,1
1328,0,1,1
1329,0,1,1
1330,0,1,1
1331,0,1,1
1332,0,1,1
1333,0,1,1
1334,0,1,1
1335,0,1,1
1336,0,1,1
1337,0,0,0
1338,0,0,0
1339,0,0,0
1340,0,0,0
1341,0,0,0
1342,0,0,0
1343,0,0,0
1344,0,0,0
1345,0,0,0
1346,0,0,0
1347,0,0,0
1348,0,0,0
1349,0,0,0
1350,0,0,0
1351,0,0,0
1352,0,0,0
1353,0,0,0
1354,0,0,0
1355,0,0,0
1356,0,0,0
1357,0,0,0
1358,0,0,0
1359,0,0,0
1360,0,0,0
1361,0,0,0
1362,0,0,0
1363,0,0,0
1364,0,0,0
1365,0,0,0
1366,0,0,0
1367,0,0,0
1368,0,0,0
1369,0,0,0
1370,0,0,0
1371,0,0,0
1372,0,0,0
1373,0,0,0
1374,0,0,0
1375,0,0,0
1376,0,0,0
1377,0,0,0
1378,0,0,0
1379,0,0,0
1380,0,0,0
1381,0,0,0
1382,0,0,0
1383,0,0,0
1384,0,0,0
1385,0,0,0
1386,0,0,0
1387,0,0,0
1388,0,0,0
1389,0,0,0
1390,0,0,0
1391,0,0,0
1392,0,0,0
1393,0,0,0
1394,0,0,0
1395,0,0,0
1396,0,0,0
1397,0,0,0
1398,0,0,0
1399,0,0,0
1400,0,0,0
1401,0,0,0
1402,0,0,0
1403,0,0,0
1404,0,0,0
1405,0,0,0
1406,0,0,0
1407,0,0,0
1408,0,0,0
1409,0,0,0
1410,0,0,0
1411,0,0,0
1412,0,0,0
1413,0,0,0
1414,0,0,0
1415,0,0,0
1416,0,0,0
1417,0,0,0
1418,0,0,0
1419,0,0,0
1420,0,0,0
1421,0,0,0
1422,0,0,0
1423,0,0,0
1424,0,0,0
1425,0,0,0
1426,0,0,0
1427,0,0,0
1428,0,0,0
1429,0,0,0
1430,0,0,0
1431,0,0,0
1432,0,0,0
1433,0,0,0
1434,0,0,0
1435,0,0,0
1436,0,0,0
1437,0,0,0
1438,0,0,0
1439,0,0,0
1440,0,0,0
1441,0,0,0
1442,0,0,0
1443,0,0,0
1444,0,1,0
1445,0,1,0
1446,0,1,0
1447,0,1,0
1448,0,1,0
1449,0,1,0
1450,0,1,0
1451,0,1,0
1452,0,1,0
1453,0,1,0
1454,0,1,0
1455,0,1,0
1456,0,1,0
1457,0,1,0
1458,0,1,0
1459,0,1,0
1460,0,1,0
1461,0,1,0
1462,0,1,0
1463,0,1,0
1464,0,1,0
1465,0,1,0
1466,0,1,0
1467,0,1,0
1468,0,1,0
1469,0,1,0
1470,0,1,0
1471,0,1,1
1472,0,1,1
1473,0,1,1
1474,0,1,1
1475,0,1,1
1476,0,1,1
1477,0,1,1
1478,0,1,1
1479,0,1,1
1480,0,1,0
1481,0,1,0
1482,0,1,0
1483,0,1,0
1484,0,1,0
1485,0,1,0
1486,0,1,0
1487,0,1,1
1488,0,1,1
1489,0,1,1
1490,0,1,1
1491,0,1,1
1492,0,1,1
1493,0,1,0
1494,0,1,1
1495,0,1,1
1496,0,1,1
1497,0,1,1
1498,0,1,1
1499,0,0,0
1500,0,0,0
1501,0,0,0
1502,0,0,0
1503,0,0,0
1504,0,0,0
1505,0,0,0
1506,0,0,0
1507,0,0,0
1508,0,0,0
1509,0,0,0
1510,0,0,0
1511,0,0,0
1512,0,0,0
1513,0,0,0
1514,0,0,0
1515,0,0,0
1516,0,0,0
1517,0,0,0
1518,0,0,0
1519,0,0,0
1520,0,0,0
1521,0,0,0
1522,0,0,0
1523,0,0,0
1524,0,0,0
1525,0,0,0
1526,0,0,0
1527,0,0,1
1528,0,0,1
1529,0,0,1
1530,0,0,1
1531,0,0,1
1532,0,0,1
1533,0,0,1
1534,0,0,1
1535,0,0,1
1536,0,0,0
1537,0,0,0
1538,0,0,0
1539,0,0,0
1540,0,0,0
1541,0,0,0
1542,0,0,0
1543,0,0,0
1544,0,0,1
1545,0,0,1
1546,0,0,0
1547,0,0,0
1548,0,0,0
1549,0,0,0
1550,0,0,0
1551,0,0,1
1552,0,0,1
1553,0,0,1
1554,0,0,1
1555,0,0,0
1556,0,0,0
1557,0,0,1
1558,0,0,1
1559,0,0,0
1560,0,0,0
1561,0,0,0
1562,0,0,0
1563,0,0,0
1564,0,0,0
1565,0,0,0
1566,0,0,0
1567,0,0,0
1568,0,0,0
1569,0,0,0
1570,0,0,0
1571,0,1,1
1572,0,1,1
1573,0,1,1
1574,0,1,1
1575,0,1,1
1576,0,1,1
1577,0,1,1
1578,0,1,1
1579,0,1,1
1580,0,1,1
1581,0,1,1
1582,0,1,1
1583,0,1,1
1584,0,1,1
1585,0,1,1
1586,0,1,1
1587,0,1,1
1588,0,1,1
1589,0,1,1
1590,0,1,1
1591,0,1,1
1592,0,1,1
1593,0,1,1
1594,0,1,1
1595,0,1,1
1596,0,1,1
1597,0,1,1
1598,0,1,1
1599,0,1,1
1600,0,1,1
1601,0,1,1
1602,0,1,1
1603,0,1,1
1604,0,1,1
1605,0,1,1
1606,0,1,1
1607,0,1,1
1608,0,1,1
1609,0,1,1
1610,0,1,1
1611,0,1,1
1612,0,1,1
1613,0,1,1
1614,0,1,1
1615,0,1,1
1616,0,1,1
1617,0,1,1
1618,0,1,1
1619,0,1,1
1620,0,1,1
1621,0,1,1
1622,0,1,1
1623,0,1,1
1624,0,1,1
1625,0,1,1
1626,0,1,1
1627,0,1,1
1628,0,1,1
1629,0,1,1
1630,0,1,1
1631,0,1,1
1632,0,1,1
1633,0,1,1
1634,0,0,0
1635,0,0,0
1636,0,0,0
1637,0,0,0
1638,0,0,0
1639,0,0,0
1640,0,0,0
1641,0,0,0
1642,0,0,0
1643,0,0,0
1644,0,0,0
1645,0,0,0
1646,0,0,0
1647,0,0,0
1648,0,0,0
1649,0,0,0
1650,0,0,0
1651,0,0,0
1652,0,0,0
1653,0,0,0
1654,0,0,0
1655,0,0,0
1656,0,0,1
1657,0,0,1
1658,0,0,1
1659,0,0,1
1660,0,0,1
1661,0,0,1
1662,0,0,1
1663,0,0,1
